second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
3503;700;56;105;1,463764951;86;142;167;11.05
3504;700;56;105;1,449653944;76;94;100;11.43
3505;700;56;105;1,435542938;73;117;126;7.04
3506;700;56;105;1,421431931;79;95;112;8.69
3507;700;56;105;1,407320925;60;143;190;9.99
3508;700;56;105;1,393209918;84;108;113;7.43
3509;575;46;86,25;1,381618734;79;99;191;11.28
3510;575;46;86,25;1,37002755;52;108;190;6.3
3511;575;46;86,25;1,358436366;72;108;134;12.47
3512;712,5;57;106,875;1,344073377;62;122;149;6.87
3513;712,5;57;106,875;1,329710388;96;106;165;9.0
3514;712,5;57;106,875;1,3153474;69;131;119;7.51
3515;712,5;57;106,875;1,300984411;99;124;173;11.84
3516;712,5;57;106,875;1,286621422;52;100;120;7.85
3517;825;66;123,75;1,269990593;71;146;189;11.17
3518;825;66;123,75;1,253359763;74;145;181;12.58
3519;825;66;123,75;1,236728934;60;133;117;9.06
3520;825;66;123,75;1,220098105;76;105;192;6.01
3521;825;66;123,75;1,203467276;95;123;184;8.82
3522;950;76;142,5;1,184316624;87;104;137;9.39
3523;950;76;142,5;1,165165972;76;148;150;12.6
3524;687,5;55;103,125;1,151306948;74;93;135;7.47
3525;687,5;55;103,125;1,137447924;63;119;147;8.62
3526;562,5;45;84,375;1,126108722;64;141;105;11.76
3527;562,5;45;84,375;1,11476952;53;91;122;12.97
3528;562,5;45;84,375;1,103430319;66;141;171;9.89
3529;662,5;53;99,375;1,090075259;72;120;178;7.07
3530;662,5;53;99,375;1,076720199;88;140;187;9.44
3531;662,5;53;99,375;1,063365139;81;126;101;8.23
3532;287,5;23;43,125;1,057569547;83;93;167;11.1
3533;400;32;60;1,049506115;71;94;180;8.82
3534;525;42;78,75;1,03892286;79;118;121;10.78
3535;275;22;41,25;1,03337925;85;136;198;8.51
3536;162,5;13;24,375;1,030103481;73;145;103;8.81
3537;62,5;5;9,375;1,028843569;72;102;149;12.64
3538;187,5;15;28,125;1,025063836;89;111;131;7.76
3539;62,5;5;9,375;1,023803924;50;118;160;9.14
3540;187,5;15;28,125;1,02002419;72;140;109;9.15
3541;937,5;75;140,625;1,001125521;93;143;163;12.96
3542;1062,5;85;159,375;0,979707029;82;139;194;8.27
3543;1125;90;168,75;0,957028625;65;146;163;10.68
3544;1125;90;168,75;0,934350222;82;110;126;8.41
3545;1125;90;168,75;0,911671818;54;118;187;8.1
3546;1125;90;168,75;0,888993415;81;102;119;6.01
3547;1125;90;168,75;0,866315011;65;137;146;6.51
3548;1250;100;187,5;0,841116785;91;137;163;12.85
3549;1250;100;187,5;0,815918559;87;96;199;12.85
3550;1250;100;187,5;0,790720333;74;133;188;10.46
3551;1250;100;187,5;0,765522107;74;118;106;7.67
3552;1250;100;187,5;0,740323881;53;137;112;10.7
3553;1250;100;187,5;0,715125655;58;95;121;7.96
3554;600;48;90;0,703030507;64;95;121;7.03
3555;600;48;90;0,690935358;65;95;120;10.99
3556;600;48;90;0,67884021;80;134;139;11.57
3557;437,5;35;65,625;0,670020831;90;109;108;7.23
3558;275;22;41,25;0,664477221;54;91;191;7.25
3559;837,5;67;125,625;0,647594409;63;147;125;7.89
3560;837,5;67;125,625;0,630711598;82;126;147;7.01
3561;1087,5;87;163,125;0,608789141;83;101;184;10.79
3562;1087,5;87;163,125;0,586866685;87;96;101;8.59
3563;1087,5;87;163,125;0,564944228;58;118;160;11.7
3564;1087,5;87;163,125;0,543021771;65;115;137;6.6
3565;1087,5;87;163,125;0,521099315;77;101;144;11.53
3566;537,5;43;80,625;0,510264077;77;134;115;7.17
3567;287,5;23;43,125;0,504468485;91;105;106;6.13
3568;700;56;105;0,490357479;61;110;132;10.99
3569;975;78;146,25;0,470702863;71;115;146;10.45
3570;975;78;146,25;0,451048246;50;135;131;6.04
3571;975;78;146,25;0,43139363;80;106;129;12.43
3572;975;78;146,25;0,411739014;61;107;149;7.32
3573;975;78;146,25;0,392084397;63;128;159;9.88
3574;1225;98;183,75;0,367390136;84;128;125;7.78
3575;1225;98;183,75;0,342695874;58;100;153;8.82
3576;1225;98;183,75;0,318001613;69;142;118;10.86
3577;1225;98;183,75;0,293307351;94;126;125;12.82
3578;950;76;142,5;0,274156699;75;148;136;7.65
3579;950;76;142,5;0,255006048;64;108;172;7.82
3580;950;76;142,5;0,235855396;70;142;104;8.72
3581;700;56;105;0,221744389;72;149;107;7.77
3582;700;56;105;0,207633383;82;93;139;8.1
3583;700;56;105;0,193522376;94;92;145;12.32
3584;562,5;45;84,375;0,182183174;92;113;188;10.46
3585;562,5;45;84,375;0,170843973;92;100;143;6.76
3586;150;12;22,5;0,167820185;55;106;142;6.61
3587;287,5;23;43,125;0,162024593;76;149;174;7.35
3588;425;34;63,75;0,153457197;73;135;150;12.77
3589;562,5;45;84,375;0,142117995;84;114;168;8.12
3590;812,5;65;121,875;0,125739148;80;148;117;10.84
3591;1000;80;150;0,105580567;86;92;199;12.09
3592;1000;80;150;0,085421986;71;105;136;8.32
3593;1000;80;150;0,065263405;55;113;111;6.58
3594;1000;80;150;0,045104825;92;108;135;11.08
3595;1000;80;150;0,024946244;99;122;175;10.39
3596;587,5;47;88,125;0,013103078;76;120;138;12.93
3597;400;32;60;0,005039645;50;129;112;8.32
3598;187,5;15;28,125;0,001259911;62;90;184;10.44
3600;0;0;0;0;0;0;0;0
